Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
80,6,23/02/2018 10:06:27,33,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,60606.0606060606,33.0,0.0,33,33,33,33.0,0.0,33,33,0,0.0,0.0,0,0,0,0,0,0,40,0,60606.0606060606,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2051,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force -Web
500,17,23/02/2018 10:04:15,89479376,6,0,3000,0,500,500,500.0,0.0,0,0,0.0,0.0,33.5272789564,0.0670545579,17895875.2,15345140.1572906,41990286,4000325,89479376,17895875.2,15345140.1572906,41990286,4000325,0,0.0,0.0,0,0,0,0,0,0,48,0,0.0670545579,0.0,500,500,500.0,0.0,0.0,0,0,0,0,0,0,0,0,0,583.3333333333,500.0,0.0,0,0,0,0,0,0,6,3000,0,0,-1,-1,5,8,4000325.0,0.0,4000325,4000325,21369762.75,15281093.0192256,41990286,7200267,Brute Force -Web
500,17,23/02/2018 10:04:15,89479379,6,0,3000,0,500,500,500.0,0.0,0,0,0.0,0.0,33.5272778324,0.0670545557,17895875.8,15345140.7989838,41990289,4000327,89479379,17895875.8,15345140.7989838,41990289,4000327,0,0.0,0.0,0,0,0,0,0,0,48,0,0.0670545557,0.0,500,500,500.0,0.0,0.0,0,0,0,0,0,0,0,0,0,583.3333333333,500.0,0.0,0,0,0,0,0,0,6,3000,0,0,-1,-1,5,8,4000327.0,0.0,4000327,4000327,21369763.0,15281094.4088447,41990289,7200266,Brute Force -Web
80,6,23/02/2018 10:06:22,56281546,153,104,54995,72492,646,0,359.4444444444,271.4171844443,1068,0,697.0384615385,368.2809164996,2265.1652106358,4.566328011,219849.7890625,413555.409306759,1155812,5,56279963,370262.914473684,482532.759362278,1155812,307,56281541,546422.72815534,556074.428319842,1215671,56,0,0,0,0,3072,2092,2.7184754307,1.8478525803,0,1068,494.1356589147,355.4407044298,126338.094365518,0,0,1,1,0,0,0,1,0,496.0583657588,359.4444444444,697.0384615385,0,0,0,0,0,0,153,54995,104,72492,8192,1228,101,20,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force -Web
80,6,23/02/2018 01:01:04,5349549,4,4,365,809,365,0,91.25,182.5,809,0,202.25,404.5,219.4577524199,1.4954531681,764221.285714286,1850842.78523539,4951818,14,397731,132577.0,185517.100416646,344638,294,5349535,1783178.33333333,2794211.37453152,5003541,1051,0,0,0,0,92,92,0.7477265841,0.7477265841,0,809,130.4444444444,281.6390025863,79320.5277777778,0,0,1,1,0,0,0,1,1,146.75,91.25,202.25,0,0,0,0,0,0,4,365,4,809,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force -XSS
80,6,23/02/2018 01:01:10,31,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,64516.1290322581,31.0,0.0,31,31,31,31.0,0.0,31,31,0,0.0,0.0,0,0,0,0,0,0,40,0,64516.1290322581,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2049,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force -XSS
80,6,23/02/2018 01:01:04,53377612,202,109,54500,195341,680,0,269.801980198,285.3588129625,2920,0,1792.1192660551,511.6454886093,4680.6327716572,5.8264127665,172185.84516129,348628.080833764,1033296,4,53375381,265549.15920398,403571.703906313,1033296,34,53377587,494236.916666667,439459.422422214,1035855,4,0,0,0,0,4052,2192,3.7843581313,2.0420546352,0,2920,800.7724358974,820.4627955318,673159.198851925,0,0,1,1,0,0,0,1,0,803.347266881,269.801980198,1792.1192660551,0,0,0,0,0,0,202,54500,109,195341,8192,1265,101,20,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force -XSS
80,6,23/02/2018 01:01:57,1071,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2801.1204481793,535.5,733.2697320905,1054,17,1071,535.5,733.2697320905,1054,17,0,0.0,0.0,0,0,0,0,0,0,60,0,2801.1204481793,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,256,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force -XSS
80,6,23/02/2018 01:01:58,56908317,203,104,56330,189985,680,0,277.4876847291,292.8687801257,1935,0,1826.7788461539,320.4056881284,4328.2777102686,5.3946420521,185974.892156863,364052.52288295,1018065,19,56906006,281712.900990099,417142.157364855,1018065,360,56908294,552507.708737864,441351.203567413,1020907,59,0,0,0,0,4072,2092,3.5671411615,1.8275008906,0,1935,799.724025974,794.1302692268,630642.884502305,0,0,1,1,0,0,0,1,0,802.328990228,277.4876847291,1826.7788461539,0,0,0,0,0,0,203,56330,104,189985,8192,1284,101,20,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force -XSS
80,6,23/02/2018 01:02:54,674,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2967.3590504451,674.0,0.0,674,674,674,674.0,0.0,674,674,0,0.0,0.0,0,0,0,0,0,0,40,0,2967.3590504451,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2053,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force -XSS
80,6,23/02/2018 01:02:55,57100352,203,104,56083,189922,680,0,276.2709359606,291.6989844299,1936,0,1826.1730769231,320.4353059317,4308.2921800552,5.3764992552,186602.45751634,363557.800553473,1026585,18,57098190,282664.306930693,416266.320449758,1026585,356,57100326,554372.097087379,438594.902659719,1029229,41,0,0,0,0,4072,2092,3.5551444587,1.8213547966,0,1936,798.7175324675,794.1147334324,630618.209854478,0,0,1,1,0,0,0,1,0,801.319218241,276.2709359606,1826.1730769231,0,0,0,0,0,0,203,56083,104,189922,8192,1281,101,20,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force -XSS
80,6,23/02/2018 01:03:53,447,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4474.2729306488,447.0,0.0,447,447,447,447.0,0.0,447,447,0,0.0,0.0,0,0,0,0,0,0,40,0,4474.2729306488,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2053,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force -XSS
80,6,23/02/2018 01:03:53,56761445,203,104,56330,190005,680,0,277.4876847291,292.8687801257,1936,0,1826.9711538462,320.4408509626,4339.829614979,5.4086008557,185494.918300654,362400.602600198,1016723,19,56759231,280986.292079208,415122.151493001,1016723,323,56761420,551081.747572816,438456.119717448,1019291,32,0,0,0,0,4072,2092,3.5763712499,1.8322296059,0,1936,799.788961039,794.2192841265,630784.271278396,0,0,1,1,0,0,0,1,0,802.3941368078,277.4876847291,1826.9711538462,0,0,0,0,0,0,203,56330,104,190005,8192,1284,101,20,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force -XSS
80,6,23/02/2018 01:04:49,728,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2747.2527472528,728.0,0.0,728,728,728,728.0,0.0,728,728,0,0.0,0.0,0,0,0,0,0,0,40,0,2747.2527472528,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2053,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force -XSS
80,6,23/02/2018 01:04:50,56548731,203,104,56083,189893,680,0,276.2709359606,291.6989844299,1935,0,1825.8942307692,320.3507458314,4349.8058338391,5.4289458768,184799.774509804,363542.574058942,1014024,19,56546530,279933.316831683,416876.104173714,1014024,226,56548706,549016.563106796,443001.843930316,1016592,52,0,0,0,0,4072,2092,3.5898241465,1.8391217302,0,1935,798.6233766234,793.9810677017,630405.935868692,0,0,1,1,0,0,0,1,0,801.2247557003,276.2709359606,1825.8942307692,0,0,0,0,0,0,203,56083,104,189893,8192,1281,101,20,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force -XSS
80,6,23/02/2018 01:05:47,505,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3960.396039604,505.0,0.0,505,505,505,505.0,0.0,505,505,0,0.0,0.0,0,0,0,0,0,0,40,0,3960.396039604,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2053,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force -XSS
80,6,23/02/2018 01:05:47,56742910,203,104,56330,190014,680,0,277.4876847291,292.8687801257,1935,0,1827.0576923077,320.4744912655,4341.4058249744,5.4103675684,185434.346405229,363596.662821938,1020870,19,56740705,280894.579207921,416726.68690522,1020870,407,56742885,550901.796116505,441510.896636995,1023581,33,0,0,0,0,4072,2092,3.577539467,1.8328281013,0,1935,799.8181818182,794.2617530177,630851.732306781,0,0,1,1,0,0,0,1,0,802.4234527687,277.4876847291,1827.0576923077,0,0,0,0,0,0,203,56330,104,190014,8192,1284,101,20,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force -XSS
80,6,23/02/2018 01:06:44,35,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,57142.8571428571,35.0,0.0,35,35,35,35.0,0.0,35,35,0,0.0,0.0,0,0,0,0,0,0,40,0,57142.8571428571,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2053,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force -XSS
80,6,23/02/2018 01:06:45,57899887,203,104,56083,189894,680,0,276.2709359606,291.6989844299,1936,0,1825.9038461539,320.3914632037,4248.3157177837,5.3022555985,189215.316993464,365092.706174909,1051582,21,57897652,286622.03960396,417379.05980491,1051582,408,57899863,562134.59223301,435711.431727275,1054163,36,0,0,0,0,4072,2092,3.5060517476,1.796203851,0,1936,798.6266233766,793.9907942215,630421.381308431,0,0,1,1,0,0,0,1,0,801.2280130293,276.2709359606,1825.9038461539,0,0,0,0,0,0,203,56083,104,189894,8192,1281,101,20,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force -XSS
